M1	M2	M3	meta	mR	l5	mu22	BRtaumu	BRtaue	BRmue	BRhmutau	BRhetau	BRhemu
577.7526373143832	26006.4162580879	12466.326011041881	577.7998763136163	594.8173164700277	1.2340547373480225e-10	107206.7585450401	7.985384770233205e-13	1.7945495956280198e-16	2.1074880552918725e-13	0.00000000016482831646875800970130801980159449	0.0000000040808319241264964413105510035258425	0.0000000001321160276925964647841400011672695
577.3210913992242	34141.07964812338	14849.23779375726	577.3653626284719	609.5114647572606	1.39268546451917e-10	163645.35300350605	4.64475974459843e-13	4.765868759298786e-16	9.190697860840407e-14	0.00000000010444760053648558369370738034332263	0.0000000033307562596745274929186669007014642	0.00000000011435905158254302700156168730790853
560.752899639804	24655.882263602478	35030.841716491865	560.7607384217781	563.8355680809453	1.4095100737779692e-10	158606.8410628907	3.773228740036712e-15	1.4499275008229794e-14	3.4177621651098596e-14	0.00000000020056242432464568354040856592389421	0.0000000021263512787356478262025953103644268	9.6877899849715122285082587743366653e-11
586.8338739615383	30869.70624853174	36194.62420380267	586.8940637687689	627.3103412874777	1.490058713787498e-10	214948.15400552851	1.1081773093909288e-16	5.493265199618305e-15	1.9984290538094053e-14	0.00000000012794484834278261094710022968143951	0.0000000025331388722255960874525125252779167	0.00000000011297170727287159842531700293716542
593.1438878688498	19853.20540938474	24071.42611044566	593.1990814454144	603.2166076852609	1.2055201826977072e-10	113929.75077759696	1.0834806733685655e-19	3.488397473308688e-14	1.176016396427092e-13	0.00000000049327980199036626427297258164658894	0.0000000034367136049819876357378513979748854	0.0000000001476788665111120108046534515878122
560.9860688899245	37847.7655300232	16558.384039749817	561.028679366421	573.247018145687	1.4848600550081543e-10	210546.74169257656	2.95693306752299e-13	2.549231489018379e-16	5.223970013373779e-14	3.867294130655026805942569463829736e-11	0.0000000024845593944564750592301942300003621	8.8092831703237713157146443403744507e-11
582.4831531919209	37043.08459174376	23305.053159423667	582.505057965119	593.5493422058512	1.4944510213134143e-10	309527.53630282433	6.721580234161632e-14	3.0667834375160793e-16	2.4522667313239192e-14	4.1711011510706656586014858316806676e-12	0.0000000024182163334523388871922173265325998	9.5063903310846209569117014308114775e-11
565.9583863007099	36075.55583253612	13797.098364448251	565.9807350372628	572.8886109031223	1.411952686334575e-10	19955.942674797323	6.161989704104124e-13	1.368280435871251e-15	9.755915640316872e-14	0.00000000024255515248093871951988779213042176	0.0000000028763106386252975358300709509837544	9.4588435091315474087240779938829867e-11
586.8417478772109	14305.878355841469	46662.89786890602	586.8514981065421	598.5943742362296	1.2798558953080164e-10	101721.11278730822	3.511543030499743e-13	2.5386690419881265e-13	2.003435331731133e-13	0.00000000077141265619993426173020468531582356	0.0000000024490960356146296581550043937601026	0.00000000013154877206160310943076157143877055
586.6146728841683	16905.383379040446	23257.26371106088	586.6679725414065	609.5405050100819	1.1615894847004496e-10	217166.6176415164	9.89995264675585e-15	7.777793342058676e-14	1.9894081721291435e-13	0.00000000017364681089295285372066103480885233	0.0000000037199376138293801034428445260031896	0.00000000016390332771186660216677397134288095
554.5711436513035	17413.41736001902	48273.88383476852	554.6249762011765	578.6205033387884	1.3850490573940356e-10	204814.0127464194	1.3951513840356948e-13	9.744367256697774e-14	8.902841044345752e-14	0.00000000013058497711211853330444785761381726	0.0000000021257970441323079318293339141635367	0.00000000010865864647448845861199191913788486
595.848971731006	27152.370302323012	40778.33732278264	595.85772479735	632.1129094020623	1.4544489591498426e-10	82513.92619533272	5.058079368483493e-15	1.2583708840790188e-14	2.6649312258472452e-14	0.00000000061411393583388205627390510413620971	0.0000000025881941044558988395806395279994129	0.00000000011963198653444688968824594971845958
590.7717206044131	14764.36241708913	48677.80579868451	590.7891819244358	601.9317560468631	1.2930002618700993e-10	173706.78620519824	3.232676618839327e-13	2.284462198438155e-13	1.7785737070010779e-13	0.00000000038828590163876150998926537184878371	0.0000000024329506303548642254845765090623636	0.00000000013054365194163242457042654322628569
584.4429449112897	23780.06699157102	37798.86135453457	584.5106946213922	584.6679535210184	1.3820033375668288e-10	88001.15361951885	1.1261956962031252e-14	2.033978502031611e-14	3.8954323354087006e-14	0.00000000052197203356270145807168878605350915	0.0000000023217364267457146627242133833236806	0.00000000010773644821184865245052497576442437
584.4814925437603	18158.94363350131	33370.98916106936	584.4853681412255	588.3556375502768	1.2535451857697052e-10	62988.25101367063	5.5257929688602903e-14	7.044129406783422e-14	1.0818366957080193e-13	0.00000000080824224739222201334859867547869546	0.0000000027558451348990100029076647723406219	0.00000000013101444274215426901257575546195449
553.9276719941472	24718.568950366793	44497.46056099498	553.9733556062041	586.179765780599	1.493236349468311e-10	47328.717304100835	1.6454151813238628e-14	1.820608032885712e-14	2.835297313806429e-14	0.00000000065059269344237300425582185923562372	0.0000000020619875281698523078176683052690382	9.8041680586590971766788834164452045e-11
584.7505453480013	35123.75579168328	17841.56348035234	584.7951032457548	614.4360873964862	1.4222432021041103e-10	162420.4855033714	2.23258234139899e-13	6.159846341251443e-19	5.458153624210791e-14	0.00000000013896674055387359332727355773236758	0.0000000030878660250050422476015608498603169	0.00000000011278314168433893458963741713882851
553.7498169296064	26241.106908623122	33891.344011918205	553.8029965112445	595.4017411321158	1.441582834710575e-10	57792.676113543086	5.698106966738554e-16	1.0877281595908875e-14	3.139165085575978e-14	0.00000000059140271930548055226461393522106938	0.0000000024164751231490117582592634746876468	0.0000000001090189715871638234351990116235725
573.8529275044015	34887.42806649267	23916.646407329063	573.9146441761916	588.9807659189133	1.4688359803910632e-10	242466.23156194814	5.2792893250413606e-14	6.994988537601314e-16	2.595558417979145e-14	4.0734079560482708042237014755893396e-11	0.0000000024418039764583900769766213469192552	9.763779629884097645011930063369275e-11
566.1010459551735	22803.375914811215	35031.24646922212	566.1533191707309	595.9171136163643	1.376859058991813e-10	99899.1538488169	1.0135317876943636e-14	2.3567846893818508e-14	4.808336908909725e-14	0.00000000048253075974046171789982434257306758	0.0000000025353263263848034835417723383851029	0.00000000011709868531040056118311426954375098
588.7233773261389	32610.222635879614	18298.144038058228	588.7807534204002	618.9000031483376	1.3803362946498204e-10	211640.07110235683	1.8848245117461315e-13	1.361674689851079e-16	5.908707142595133e-14	8.6597991971513319751088940236166437e-11	0.0000000032781546763452917151780827462093486	0.00000000012146076965007848792753131756596969
561.5461025741325	39205.114649257084	13845.540819332567	561.5621633955002	591.9816692676538	1.4818580817676621e-10	45463.435587792206	6.20496394321802e-13	1.8451214020245256e-15	9.064725723983593e-14	0.00000000021439284672415285544643072510165659	0.0000000028600023589646514888486098528871489	9.5154030085084976608994187726168803e-11
526.2403681591309	43339.91369107774	24674.90942421571	526.257516060868	543.4023419335058	1.6854642776457401e-10	5844.37328043864	5.347947859219954e-14	3.778993851981729e-17	1.2883976389662249e-14	0.00000000037629576365252976521705578461595202	0.0000000016004292656002809720177364589655735	6.4383651154554332098142925510046536e-11
595.5764362837265	36103.51101062022	46807.880312187444	595.6437307158109	610.7485768116276	1.6257952475898676e-10	47303.53554806922	2.2883921836276887e-16	3.094533745533755e-15	8.796316017267067e-15	0.00000000055983490043154788550851515248386183	0.000000001933177412026306697699557281326021	8.8182729956368206689109742217729593e-11
504.7819004041942	32227.759112421918	26140.146269465207	504.78604294591395	544.7308870257922	1.550376346129181e-10	65311.18587801724	2.1136406784869896e-14	1.5651623200885502e-15	2.0996171380286937e-14	0.00000000030714959065039573453476397225455875	0.0000000018749305766862658093816797764793453	7.9283572223314132009591296049337187e-11
590.5379340693545	41347.428725339254	38343.52165941747	590.5689702642946	629.366227742583	1.6626368495080654e-10	122670.12706698748	3.836903053624611e-15	1.060635169979741e-15	8.01779453844911e-15	0.00000000029518690440282355687475997458825915	0.0000000021002710496163849481522320623423522	9.1884674432145740383931373812919839e-11
537.6851796645988	36881.18865938975	30585.81678090145	537.7095714351232	580.651592672512	1.6264018478703296e-10	77000.26333624545	1.2175927779737006e-14	1.066854758497266e-15	1.2889612303953338e-14	0.00000000032082373974518016068785125663822269	0.0000000019205604925950792803565884293747208	8.2265756286530453580478045992743513e-11
361.94782028451397	46521.09054859485	49263.89135569706	361.97129012497516	379.85701460134015	2.4142619504324156e-10	117640.67513768082	2.229767861431975e-16	2.4502989005695756e-16	1.1794517950666338e-15	1.4830704213500858251284041060097232e-12	0.00000000035601612122929954189337919471172273	1.6413208923363609808279076571540583e-11
543.1235318351196	47661.142219276626	16508.048150353276	543.1633911865944	577.5514650259702	1.671651370822264e-10	53904.743422827116	3.139561804824405e-13	8.540425366291416e-16	3.9296398132597533e-14	0.00000000019906159901285979400289605235561598	0.0000000020656910125213849908231841720403332	7.3482189753030903328026139005472759e-11
419.20113634457994	24175.342919042538	39277.072199466995	419.2441558585189	427.1532153266246	1.6625425764775525e-10	75729.75923045103	7.265167933813965e-15	9.375991609537473e-15	1.7061329846898433e-14	0.00000000012196676570711363440733638803264292	0.0000000008852545264993723948449524239863136	4.161453539822958120431122361174062e-11
315.39231120339963	43362.2694700499	39660.63449499868	315.4090390115934	353.5586687540171	2.453995887409355e-10	72162.44351234552	1.3277904972245287e-15	1.9995624045560382e-16	1.6002820324286139e-15	9.3837032237461684119134438160773903e-12	0.00000000031840720061973631229987315750046027	1.458322359451945143681642882702158e-11
384.47666885688994	46631.769334767574	15629.498158206294	384.4847592532912	400.49840240850745	1.9754150979522534e-10	128779.3407249008	2.2048177979338043e-13	5.076713454551565e-16	2.127366421010383e-14	2.1994426636990368716533138578985421e-12	0.00000000067900694988601477364369650332582359	2.5822503509426730190212880362600198e-11
610.5370967653434	40345.246400672615	41255.17205289299	610.5672523612278	619.7269672648513	1.633467479909047e-10	237976.23178584973	1.470598417017546e-15	1.4320230181738446e-15	7.706304246746298e-15	9.0554741937615462081761863234624592e-11	0.0000000020164779613776762501310337253067378	8.8891796191896183185229617487524103e-11
315.98618858647666	25640.113282810344	34239.416281569	315.9882766813423	326.8913510965255	1.9322661262029253e-10	96615.9652819508	5.592798166305429e-16	3.2096216825845682e-15	8.491688990477424e-15	1.7203312286687435504727746124006103e-13	0.00000000040349582186026657091201615699691961	1.8707694668908983251595070979168699e-11
