	tb	Whl2l3	Whl1l3	Whl1l2
0	0.01	0.000000000000015614607581604206279031473431245993441430328341227174812777815266637110618201154	0.0000000000000000075252319512838098020899804245361951020452892569747621066298045834731643866139322	0.00000000000000000000000082123025054684696597127864818406708910847388375292099491005271694894433522788715
1	0.019306977288832501670070747998401890352243827965414066462140160342784007428985121	0.00000000000000064732223937131803605933125456442005946259927336629008885290318262365638170388166	0.000000000000000000311967494093961010174875026958546303147061980683744311251620726313232023761441	3.4045082596231228560766236063730162075350990261885587205384815698446887230249663e-26
2	0.037275937203149401661724906094730409920771828011093488533716004749210918776517449	0.000000000000000032521264191132274006569400895996076860085218301381397150522078444478853531805904	0.000000000000000000015673148051160159239773714930168418538955773012292868832160726728005062135118206	1.7104141618805832762256025661800524601589052713123036149302856983493369262876018e-27
3	0.071968567300115201992878642496345693922298524210175791760133638728267835923711891	0.0000000000000000018875228212157999783768190864968984938446561910191546013335550293235506735614337	0.00000000000000000000090966404174796478452615591710516348898267047135459890469807854289565097569879319	9.927184088866422461211237747812826675501055489598395355838415736976911377711933e-29
4	0.13894954943731376371299852173530116221130467144910002049456286790316002424103166	0.0000000000000000001203338503910888220309166696352134525955384380032199730397365785612945453719111	0.000000000000000000000057993140785097745946511547801097983422247286689753138193220005197637321567278685	6.3288044601494855004101151956304630777585460984029596416719592587711199623958189e-30
5	0.26826957952797257476988026806276250153538555723672234800423488895394838190867641	0.0000000000000000000081087482982008691728303337819850454203429017578493643601537568107212214016348044	0.0000000000000000000000039078927510434644349142303028163006482311961931829650305605428959939762604941058	4.2646921235459406647275606279006048997931081483584448980087025995251440513662688e-31
6	0.51794746792312111347551746779609533650207263865787583874128717424065541975733879	0.00000000000000000000056353037028593697697351140797333712641525118242704330773913777388261652417968997	0.00000000000000000000000027158522721957836489225336304662745360973412980369640666446379203028170985838238	2.9638156755594350410785212016065946489229398805771928319673162495876510924566278e-32
7	1.0	0.000000000000000000000039819201280548082861622811623273944453055118864675318503835344127128022022017021	1.9190282188327428739196387258041911600873404062039547052693562475256491198484998e-26	2.094239799066422586791093334728312756760643970051196767629615314113842769127535e-33
8	1.9306977288832501670070747998401890352243827965414066462140160342784007428985121	0.0000000000000000000000028384396941710640789274424215540986863584103886869493670392531159164144434548706	1.3679445331391332758232612406566873340099077820944575878535131914357513725830577e-27	1.4928409369393426433118239278811042714684516340932491754375120502201170947510134e-34
9	3.7275937203149401661724906094730409920771828011093488533716004749210918776517449	0.00000000000000000000000020326482821439358266248790871538063627782735044464937600678207166031834196346201	9.7960513695728787575009765464800010842295698527401675985549984780037762791073528e-29	1.0690452829472808438234075718449176171636520443846663118648190902478720007469292e-35
10	7.196856730011520199287864249634569392229852421017579176013363872826783592371189	1.4590966530593429819632449209967606065719092056962776712464055109600040995510146e-26	7.0319031049804795504317533781322440107497009146737273173167888386561435913588989e-30	7.6739316290962752496890633583311758472770413881653941810457820730357397553361547e-37
11	13.894954943731376371299852173530116221130467144910002049456286790316002424103166	1.0486865858931391245742680156326526986021479858199937180111820966270504859536619e-27	5.0539917585524227442471080708915991036067393972093648111865513047644523540348084e-31	5.5154325408263736267244083791155473977377730504029812227979773816548929927512387e-38
12	26.826957952797257476988026806276250153538555723672234800423488895394838190867641	7.542014848039924490321426116052085897257964024327459358174016341742231730234639e-29	3.6347638462839951312112321322672659883735107883907003861442087765950836046993071e-32	3.9666259372286737048688754837563536297542558859904042284534958343863615520666846e-39
13	51.794746792312111347551746779609533650207263865787583874128717424065541975733878	5.4259301690568665590282247373964074942695164753601706076506514408680037021489798e-30	2.6149477571069737187378643214904352794322244969481964162974861991660522962317124e-33	2.8536983519418630557835244100715870433928261814956091541202285540337835459064443e-40
14	100.0	3.9042374749036321692092633587377058585175843281173767780998928364017687418289715e-31	1.881590199305277452561217522933545820282963937748854033944440962085916010399905e-34	2.0533836043929209358814236984891133214994226711712934541072799356397826695474483e-41
