	tb	Whl2l3	Whl1l3	Whl1l2
0	0.01	0.0000011717016660633316378957467450162742824941024063263824477904369553059414274599116	0.00037028145448423865137898656062061165157753668841571479157527851098011778403691845	0.000000041772489437145327203503381567261921706106958954380981544757803601626083646895036
1	0.012067926406393286370831703097648327681054619541514018611023822896171655598308043	0.00000046392345136124402858999131177180872597228283182493891075901845294714127258406266	0.00014667045067326243361386298227596336320040556918496215151380915006645109152050973	0.00000001654942042067653741387050126890473852615907467497079490634902794433694277123286
2	0.014563484775012437879551431015760647213295504088978407870255413479452815956562062	0.00000018715728694652410621800391975381134580950389277557569451731666016580973475908876	0.000059201311993103018738321513554196869560386034649086229299630015689347896071803815	0.0000000066815149213897427393545297313872656631765321057336508028804670154422354661762741
3	0.01757510624854791881389007655886166993236741554122847989724604641788810811682431	0.000000076916810190519125693108707431620234474151653558805787617020013085283807647045007	0.000024346123749673548057068824792909541471034665711594091511484814722948618047426012	0.0000000027485457567858615800971838360567988864864775414566597848563432402589658443613018
4	0.021209508879201907836396125355583367737575633496271870914196272329262573371491035	0.000000032189812464265391413908668030314125192611856147098863992578495642447252236630533	0.000010197088264524200427348333248787153706737384078975945730182964988134117529998849	0.0000000011516219559464357127019611725084440950487286839807896101376210603384854777215711
5	0.025595479226995357855864723011921338642165937028782850254378699345568246061328799	0.000000013710608290774011790418768852729115683537304280985381164015651297883577586025845	0.0000043474935527971969839489622684924980818073841263733469836707125140420408402698056	0.00000000049121317352840996540709591812404033929587487719559488480404217366151529978854797
6	0.030888435964774810024309268245631085834514206254223003826152793842376421873227427	0.0000000059395578037263401605287275101631062194861436278666255400550988500401652489642673	0.0000018855870761438308808524060967110219632505485689265106478719116086953460816902411	0.00000000021316598358749890445574284193821035028211481726477966213052213844115341184181881
7	0.037275937203149401661724906094730409920771828011093488533716004749210918776517449	0.0000000026152948201436213699622945105326977744646407521697477874950456601745894311471	0.00000083141816804727662338771361815474769554418802324311632355235179637834680552853132	0.000000000094054791773444056298791005691684773906650444003703266731787592132768818654421614
8	0.044984326689694456873860736695528310503248313303876439272592381251367183021484705	0.0000000011697451241937644976465218754567703651014406072467847103132629545700030505998498	0.00000037247936838078187718554630256780527615074748819994041194871951345911352284991306	0.000000000042170727971908384845136171998703666696924316178720280950572597147947071802180201
9	0.054286754393238602676798984874106473943548354354393201062994322287812924626477909	0.00000000053119883933568236644998439601626354061279291213109756029747992444561922697619835	0.00000016947042441202699536635474286744196979803256879644723839090215819815405108475891	0.00000000001920505528243086937034207112754960472259926765356844580204073060230354498217013
10	0.065512855685955088172143357749698516583371664973660732634356399760463201996438171	0.00000000024484704676612776599904522458998764031097447048820844455391323296278377039711185	0.000000078284571660450973554012765654451135976477862728541883359257624396584377036895569	0.000000000008881453608245485064673063222067777850236983244711860450158026338172105407264078
11	0.07906043210907699651382174822251403671463110229233250674563899965760001140583328	0.00000000011454932687777468188283850344590519295884658566159304573096683134530149471331644	0.000000036714480695912607995814218253461891245004783446063683709104483638660886928361016	0.0000000000041707374871642076044155692861139991521568757601284726271222323056568540215649638
12	0.095409547634999394893688456164751896398409448773263887051441348087380994586436429	0.000000000054409231238139531894024277768085710370010587195282156996359904920261899596371683	0.000000017486128648193183940822712932048257103825206193991138224696531459477446116915898	0.0000000000019894136301232401658582529145176224376994472614437929189897757165994738465298617
13	0.11513953993264473221636278961711728389157571711570068536670971304545183680728938	0.000000000026254971753844609486100890930459710581930956136105042273263297805861333765932216	0.0000000084626495461159367113499607886706603333884342807258893218381022189082551591770982	0.00000000000096446664130281949836775746892370624749152507473178128681161673141933960143211656
14	0.13894954943731376371299852173530116221130467144910002049456286790316002424103166	0.000000000012884150827936206067518219626427117657886093307835635189191601727573871652789106	0.0000000041657746377724203462566462869141320854684815690968606953663130390508112886183376	0.00000000000047568723739787722339598751725220567029320431438778522381438947896961677018425958
15	0.1676832936811008174846240909253982052052040628899561221902793429885852725089302	0.0000000000064392001755837484694502974254844061228139859989130968473581943043540584716430846	0.0000000020885771199334775187306783512517363049869494750881099243273857252880268278851414	0.00000000000023900871303942377025004945247425489730799141905679960199186306484887298542387523
16	0.20235896477251570524918283587533641174105509975487521041540776577819665373568662	0.0000000000032835941250141723271212581571109207935205408188116792707076865633395430822052652	0.0000000010683923419940556081283777231342046396842795055906207726847839832777213193693745	0.00000000000012255036716686047761551508191889911432525200074569941122813338459045244893850391
17	0.24420530945486510852869695103055876012793471774494561050860404041477764603058766	0.0000000000017123497604294099345283285006467302301678620104369248603117754819156055050540185	0.00000000055880864401009589070459138881261296969299694523142119638643933603514449280056622	0.000000000000064258812563416733799172209677212695817667484540483895729812473136242731471273087
18	0.29470517025518107282748546338220559934440563519253123318971393973778043167440063	0.00000000000091557947287673682068364423187509383577488831473034394395161316539838430616539689	0.00000000029958748420232611287987185397747369654025354805261948008301387099303018172351852	0.000000000000034539483219812381683277986758470580787976109514334100806189431974430304379971212
19	0.3556480306223128953961220246950504315163515207154931275609418679537334910030267	0.00000000000050338986771171436755834189625808146922853946042140508974722768025349632841867224	0.00000000016508426465682875146971998786554361870439195328824868655917382576585194810291103	0.000000000000019081744883929177960102058567088820572045742601167809260392930059979418992684882
20	0.42919342601287779264020686601912186785362380472290566871760520861459025568030466	0.00000000000028543661411161203969978561856367140207790029660597333157486795789432148214490368	0.000000000093771013447802224018538832917849184611146387661717096242126302399566881819440778	0.000000000000010865492516617457692005924270504554988103344857181013188287779857970004312374832
21	0.51794746792312111347551746779609533650207263865787583874128717424065541975733879	0.00000000000016740654897280324227569585324255829563966169870162093877161688677492879010305061	0.000000000055063948065505574889806232940988555465400032860031087224149388284662376727976708	0.0000000000000063945169335741392791579591089058265537450924758353916015231443006342097998085822
22	0.62505519252739729431882739394106655526183216675079429623473110409498837177134611	0.00000000000010181999917878974312813295924657575742596893087653272164378148267662209608318467	0.000000000033516930528736881834297987009997007007764830954357460728620536616704727809860402	0.0000000000000038993842474289874910699065556843628615161434073116443809502514805960021395912327
23	0.75431200633546173748017424375542429090041902022968630818799222597600684781103594	0.000000000000064360915764058130112761040028607659497754002860519535282807382185253568088456598	0.000000000021194908595801028323482526821089665971692392827911842970161939044549076131301729	0.0000000000000024690610895017954614927722773581887492101950368686418878048384657177753151777772
24	0.9102981779915218627386089038967164583031447484772863277743782422522914841134995	0.000000000000042343114122041513708600841289028843035899759831972562501699650873886786120095784	0.000000000013946238688701254297052539881404933171852888167928343826571508451339159061423021	0.0000000000000016257761234267659107336652373883227574934001761809407842077496890399686886097821
25	1.098541141987558259826656320563318407830293553669031262131825886223328827761042	0.000000000000029014383976973202016183319501371841754318591081115522893324578703554586064326302	0.0000000000095558387030982302173109181775813915758855918883199313693324941279247768856513516	0.0000000000000011140065698522181941545926589738080719407358637863054103277265409319830690026789
26	1.3257113655901090906167116237468797073686628530746431390980895603225555179182196	0.000000000000020703239838194097067251501724225650149800576897469197023685776649753000084675035	0.0000000000068169912799007175010963435323895720377228857339075791538088069437825623546411928	0.0000000000000007942170519092955701519042489126098221594159654558618424507413310064262642829584
