	tb	Whl2l3	Whl1l3	Whl1l2
0	0.001	0.0000015359551903140271460306282157853758114507460953415089071046368412646222440338542	0.00000003231804216733689046926324871455540675628980163530210785618950337982745776527202	0.000000000048592329008535380022813693909770792268831784782196429040673322986390347396555314
1	0.0026826957952797257476988026806276250153538555723672234800423488895394838190867641	0.000000013970809661642491138937226038980100633220941492333064767907669511775920594499353	0.00000000029395988802557676057746388851967024564471035910414358223023880255050942080458098	0.00000000000044198827139211839013797969540322233915197220514186531447227049240779989560603487
2	0.0071968567300115201992878642496345693922298524210175791760133638728267835923711891	0.00000000018567607058388157359300670810656874315633906890185239194373660962422032356995966	0.0000000000039068112901079517754315923523518334030486705270562704186311287877356427645700197	0.0000000000000058741509893987532005413440955842493839443571589342676787165835074836257747833825
3	0.019306977288832501670070747998401890352243827965414066462140160342784007428985121	0.0000000000030571955259221003755534677255713803693871586642118026877744017450044000422305843	0.000000000000064326468992346681609050630342320092599872499542756479810539204750747529526208627	0.000000000000000096719129942431094893414327562789587878123402901185961984132056272368539167084087
4	0.051794746792312111347551746779609533650207263865787583874128717424065541975733879	0.000000000000055435186899324466407193954745005669812485179807631841662208721503925482098455823	0.00000000000000116641209290084070274531280267580871413326530685151818334467427112608248722203	0.0000000000000000017537781702998205660759756976083053234686199755248206354926100320336021545427217
5	0.13894954943731376371299852173530116221130467144910002049456286790316002424103166	0.0000000000000010450058804432993791181856974687892141870016347095688002945083175632490612156264	0.000000000000000021987974891718829060545725088433496459428958304354794604864282043132495729451543	0.000000000000000000033060370871668902848107322688868138401694956594985520745874673919217455734032398
6	0.37275937203149401661724906094730409920771828011093488533716004749210918776517449	0.000000000000000019995525984485573155593836503183129837379293660554999758901509038444051308366963	0.00000000000000000042072598400391446938720294212769777610376377022063750489961488942129422684016195	0.0000000000000000000006325876215837394543421652250121381570630663933256207366384257833747426821433372
7	1.0	0.00000000000000000038476806133674938515849833378877912549470486800094798758570923196678317502306095	0.0000000000000000000080959076578128710971070297872292077169555447728663558276959617374871906343236181	0.000000000000000000000012172470697528444618929701793243110420306249423824548251052033680021245677906657
8	2.6826957952797257476988026806276250153538555723672234800423488895394838190867641	0.0000000000000000000074207270107087574840665655611517597056618356819024888187105475605399699683522788	0.00000000000000000000015613964696916694376882193621787558705842824455139569348801507020253839368274406	0.00000000000000000000000023472948301496603657289074947702283420557425174404273133414512319974390012720633
9	7.196856730011520199287864249634569392229852421017579176013363872826783592371189	0.00000000000000000000014338903663585209766422940912519451852925231754089266313944313280173129389123133	0.000000000000000000000003017061567515287192056902159561640614597812872420392751768491967523668397772138	4.5312294311563054265466038969063125997015172779772737089711166996223510346980773e-27
10	19.306977288832501670070747998401890352243827965414066462140160342784007428985121	0.0000000000000000000000027935829757235902907122601068358506221558092485571752105691321381805847196499997	5.8781468629277514682494343708031037635666677331838692888519200789632752649503143e-26	8.7668001632062784201953232141692441102659880349040422768184268489303983174867436e-29
11	51.794746792312111347551746779609533650207263865787583874128717424065541975733879	5.756441040284730572835077321668347501966908542993772204297958169831386230468419e-26	1.2114503389888381605368556381766452243300142471668550869749208842700566595063107e-27	1.7202586755871090328638158903594237832055432603224177227499614248314608042602743e-30
12	138.94954943731376371299852173530116221130467144910002049456286790316002424103166	1.6835902585594817779825113900466577933973251494839986849852695007455405003618477e-27	3.5462211236296588576954336537666184826117793458022175148944799868618096240015053e-29	3.7198597600318200068470649665192182109488187864502692243177162207909056914709102e-32
13	372.75937203149401661724906094730409920771828011093488533716004749210918776517449	1.7954559793149402302737098624389146468656611300694774750212999072598928357486783e-28	3.7878840731517286386157972304786601230529799009840163278006178392895744541689556e-30	1.4007206558096816064686284241251438040693649579850146745089388490063771834327749e-33
14	1000.0	9.1428959333191264885746153581584737101033538769996710691199649201863976664116334e-29	1.9299704536343865311711579518619714343724082545306608453180927624076208267991503e-30	2.5051095159018148273466222627798350576693412464143738615575168996598140089935532e-34
