m6	Gninj	Wninj
7054.80231071864323587296321549049208072014140081864067685755490106946203000598860117861429688783211180424749678472497403	(0.000000000000000000334176494833795903402767326840339125949683454296455594257177428498919802595208464946448118649622829640240811386656425035 - 4.03471522282106842327432588978423814789215588535549520312294582585121904618263080325673210983572054828799210734704690891e-141j)	(-0.00000000000000000000002718289124337182982986059145396476199929431694229361457466420799625240761121736557519374292105393984932777534608477225 - 2.15823189506826548538213552904000659911659674587295897950346732243284191849323115939745770915123767405659363997360187106e-137j)
10235.3102189902618431195586372049875016311712529871803316334689376662857506193750722075766642590620126244879481390689301	(0.000000000000000000506656142106882563727467115586189155281847781216796536435595577802564984547985766053441982881033605577112436095210788407 - 3.45198878588311704000717926450742055600345457248030796246085591820240974122750647655699622695805679290785606954107818125e-141j)	(-0.0000000000000000000000205859553404685676284958474341460986421980241095881838251665492233947878076335610549583539233519808096038224159133037438 - 5.04697076507206445541119862233294279922976653254779108359900386172855820417523550238167022702905631414626148313812586211e-137j)
14849.6826225446504221296717449073393384020860257676185874554707532782673445900834350252591630620900511156997222330330902	(0.000000000000000000766745637425685358348413545442456007468470151761686166092346028179816533893314053567778249669478599927428557432946177206 - 1.31224428538237331956803309595008904238722996348620180660042820603805150461904010834659455188118226637100215069749696731e-140j)	(-0.0000000000000000000000154658314828185003956907475160715579466924877871565460520748144167394032489607564658328017725587576220211230366431192642 - 3.63625937505277672756100756255700668384230714768885647508845047698305559187162603058937327803528003717084784378177387176e-136j)
21544.3469003188372175929356651935049525934494219210858248923550634641110664834080018544150354324327610126122049178092045	(0.00000000000000000115838034858316852117260487047106568748957662980663908894714153341255957545871202835352066923813345470837045386903282601 - 5.87158099236913393409651331343997942309399447700387771473229061608815312084155334624485104706721153632031756880980024616e-141j)	(-0.0000000000000000000000115406223580326608404364519912923046130204617416090920994786940247544788931076623301931609934433779197546667369228042817 - 2.95221392797492264140246545731824001478982342471677178201366363261450502280458506189178249338549467473862100515691252653e-136j)
31257.158496882362841862668342934974816775166532207315492413352459656179166163661326883615394234232325082772062645543363	(0.00000000000000000174730444028329555644517835625824250158286620403999632064123207389307675739331579072854856396535146780123622005478849896 - 6.95748659836932724167862778379953513890959397687800215966619186571277374176391044098244284620800699930976580837029502193e-141j)	(-0.00000000000000000000000856170937758955891303274537063966005339977693910335621986672810293823699140391627763763174605409395273270760923494628614 - 5.78901018867820249791408201835023265137908098505409855837824904250532315225666177043786060237323934666878608908858346232e-136j)
45348.7850812858203633179606345741032737746825386803919225858022554407237841045450277645174695604402957747229124606023504	(0.00000000000000000263180516027239150646073123139447543358579810601462081866076126193819997709335684807538008055270010776240821249196273877 + 8.66388580166227065104673029719554323644576305049253251730898471284435948164050120001203054473511951290426251156634005676e-141j)	(-0.00000000000000000000000631985902169970021033690096144580117365064760188736358393334852324137163857698112478398343102452394873568471204402510141 + 2.51838101796842117695629538468962483822682232226583375032749391588062675570615840942236062681287667341986574247412905201e-135j)
65793.3224657567992270761222555991490385245791255655231372261766059099168328534915624692011655084573239391505828636622733	(0.00000000000000000395869320184156929703457815955769645175649249442750289992794428250995033034232925165706412056818420611671929728653290948 + 1.54111413878870607114775048125524675149912076521822857103993839783294597868858757743016163245963728957109758203700174335e-140j)	(-0.00000000000000000000000464459132342191073537015541872207737800572623253497363510278984028835709351544140864190437738157311606279625601076035778 + 9.16062465597385152926723372950441419566768444014309530193763738638395669280515762485085412449202666869431735903685227579e-135j)
95454.8456661834029240808292702621021378334960473136735444641887648770407782465168471876590956573165604321494853573136723	(0.00000000000000000594707761253735147836004698232711954307147867760208429250136358533024998234741176998935355635324233318385144487164306205 + 7.92809242145708880967383206023214156611409167930076906093456469574885392578672943752035771037550121106591813195282374321e-140j)	(-0.00000000000000000000000340023962469548309739065160462899729866532202947724571170092603670055134831084709939417983541776302344478345826611054556 + 9.0112018100227469779006234339823873088788343742774977294977341057656309904217229977588998173196493559156768451665545746e-134j)
138488.637139387307663544927033190615181853579721188431053589706785748486054758227012809707581476968208917914993044836797	(0.00000000000000000892371531237789745401645380187275500484006439789151244133169083773193825371025602707108653099557760414862705589787316432 + 8.1665263279863173452923499657911480730601915003303823515808558306173727706984315903105904781054381183246445508416672548e-140j)	(-0.00000000000000000000000248075478161221443307096705261359383109799439449992365154169550366936695758915962519263529862675261101047296054934729503 + 2.06450120706548804491594716894693965741686122945587064322848671807181012654058631675128512663811094075564954013999287686e-133j)
200923.300256504713141188928164868808008263235465276953034739745179280092172684262958151139139518334551483499011426660642	(0.0000000000000000133755393887764028073471660263737185829921533352528105512115419041228988569249501462148758877739702267815843642167635462 - 3.6997882612512696369384166967916201552540962997178362631788569517964137807566320361163340146662057435900802962630242603e-140j)	(-0.00000000000000000000000180439068572845826461001697800453656857949528481654663413502395769816561261540599052963445166186480797703140847146284964 - 1.0842967511007837303924090942586708922922149027576963820209112001383923657544177942883831601231262600990780970770095176e-133j)
291505.306282517656038448657431495143141929184359395795581214126487571462230262383329485510641238902762275109634618841511	(0.0000000000000000200276708731203920102130761953862238385701779349521878894096462763897269483717474559268349543573389480403884957136029739 - 8.6565727870157840455680982377389965163704815892146318299330392244950910566782452445416293182847039670471810204326037091e-140j)	(-0.00000000000000000000000130883779036218978987374323219730104899740648188700279448154254136608631619609321199070089431365143830542222622403039899 - 1.15162279498729570067749788835639676122866173152235937215441914390084858742973539394032977372480235210319336646324066146e-132j)
422924.28743894986095504158715845523614498084417511006886632695651764668634028675215821323945279686419632716380151860878	(0.000000000000000029959215175173518156017470054329041571030109268478716494187295573590628301982215401491925192203718554010464596753724998 + 2.15225831638023035314991664616369295173114779789654167468707814259686365221639233733501240740838980405749855387690449384e-140j)	(-0.000000000000000000000000947036204171937736699083579030140561194679517032226588727736862013779607439915410826221100245058176768530125969165565989 + 7.28830861058046784332280998148051002649002576230558335047515274567228544524789689840796493744792164769807116920148453839e-133j)
613590.727341317310648202632736585995656582316524673777051019953207413364716888851043104384225091888188853128925934041202	(0.0000000000000000447750563688346335619507618560940596545863182756834277137897344790581105361000812175654575353689483583485979306129177404 - 3.76978044109430500312824374510573001458505259045575200808340285452979829276405015403782165673939620064935746786842038188e-139j)	(-0.0000000000000000000000006837147935022137503840857700763268215680138003468645169169661431327576652007335474995601401190297773304181187370374574 - 1.88885500330385597737360924875420292781731368961746734166747715028794590867117465538827831043140366892883034988309202379e-131j)
890215.08544503856950865616752858387543632566424762063507423646551802687375660931075200931659585517332193947803533392954	(0.000000000000000066860604983552196281844354925902967873179948677732783633096211409217037360945076236925402985941744849555210711989255494 - 1.26697774085596818366204544559818078407117846775219527738944957104474598840634257410494627402432778890148157877621062524e-139j)	(-0.000000000000000000000000492609002382931475859198109666913562388552987629993684622045189317898994092506536262838342247543172119394667919470074114 - 1.03883323987462062166667856993349433314460928135488383090896615599845840516540580060150623612520498709001047524640965233e-131j)
1291549.66501488387541007554647208754297595526316078251030549872363545226754446634065570200167946292847739508082321731574	(0.0000000000000000997593783530031691554167811810432392534355542727895700960960397749990576798993834111845566426811414618542568773491817825 + 1.13748418356488379725032487793172868094024600348610783802527579069794750820852508092433472584287740320300432251054452425e-139j)	(-0.000000000000000000000000354269666309286780507085484553203704680123006762802555486181217229593656513997687974235225216752419205136870020435346323 - 6.73775130624852784288489769033651939718897382138846037593076580492885216608694310702821166610369976406834436468216025418e-131j)
1873817.42286038404776033328700840726075602138979980776918612979025701338436267026082554099121096889193656887526659613402	(0.000000000000000148732389804123815000425668513471227635412095818974989619419931558308917434915330476496565901343422773534013018479567683 + 1.34240869982676671041489504228234414477814246826415909794257450709522074404702911708233391437359702767800488999769378413e-138j)	(-0.000000000000000000000000254364194362180614680295146613910285090399280132709473557920510778039834197339990273092795040665431689446315461236868364 - 1.87742037046081805895721128583220052152831046673999482312652035623259890352846269262554374283239768278386331903121924321e-130j)
2718588.24273294065904350073186174465907725060456254622724419776064362002940675531446029657298443570716075863701485850726	(0.000000000000000221586534083001413126626364711560017911853745795118792443845905069258568893447065018922160595590498393629593787641623257 + 1.27390212885255811784935090136536655168044998965855017397511581383708929379674804185180882732656525996618383001065082633e-138j)	(-0.00000000000000000000000018237578759059025282672859474069349061367493628756589035167287482589678977156814569230001707331828545574712634124001671 + 5.79090746039408281217182430686767577914237979584834937073598542720452534056930726141178290789261554810383391698148952769e-132j)
3944206.05943765545020969626983266110681767967090252483636814453852797665229988678229800026594643133462921678723474443062	(0.000000000000000329900817562872459055761376610843412951912551231091705922572602963880585678904133767424135922558528196194659852359643107 + 2.5688725429656502965876143961410714505300529365182313148825284218367851256626182648401626560136001932558836337337724602e-137j)	(-0.000000000000000000000000130617502898346080630847854819056274813825426770824712019419447913737891544859868758224447210224519783177045913283993658 - 1.56489311771127181177068472868543178861715999932751723972070721978258315470767984979021474902287974956300153657493653396e-129j)
5722367.65935021730098437357532175051450991449587323298601587320204619695376801710976389024230993967976370353333798943877	(0.000000000000000490840786476962828999454379027599686773846710550276596126751069620521903037265215574126443687642181420049938455677696232 + 3.78070073841661178672966868379867776784678819870183016097782374264227579768763988594128091688644038332392281484659025371e-137j)	(-0.0000000000000000000000000934913110228297223221065750117828874932945503362492071986103389215509327690351236609642786386559453660923557719415564369 - 2.39642236997173798499296599142865353811410235343192474963194699706394778141715809470262411867099780709198162734317601014e-129j)
8302175.68131974520633055080134428347373913759468752854906396876992847286953961929260881122519254584879491863255061825312	(0.000000000000000729842279264523340005571152884262301223674580819792174552298593783149195163004196568658003690599710754015225066132514141 - 1.08379374113366836827673512101747628490970101872861416363856495040311913105026457907545623639696490217022623833610063534e-135j)	(-0.0000000000000000000000000669354071786128113445912330914494912895972657690186860921801208161308934415480866030214446475022266923867924015566208793 + 3.33936543935834637850711997287473197112119381451011542350594017277626969469450185870057866394461434830677252458720929529e-128j)
12045035.4025878216862008087777670319909788472729227391413283137032677428506990097650344379006817193604245845440299541467	(0.00000000000000108457955933921847912692031800992022835857962420209474114366590049405209645714342253280655603057337384173967701382095334 - 5.73924087620847031944013845983936581954829650225787633241861975128488307204136356458018220602359402215164394514903907448e-135j)	(-0.0000000000000000000000000480147836071771427708679228003805902132169851571664076810011031611073103938740308611211785749451725309014130537126752604 + 1.21374549079735554864493789586523348528091278154501789522744058741092395906409297222261640414251535370003459001989770343e-127j)
17475284.0000768383350668035248026326623510616869337418385006530311467748601201872974837174832455977699296996569519797166	(0.00000000000000161083043608738506105156412804035794782662067059949971109528579965918986974164176999764487427850126986876804251071037099 - 8.76212747136281840580531153656861049633368976242734345523149461261768136454211820651733801365903039617752544513100604401e-135j)	(-0.0000000000000000000000000346200641559697556918706017726922281124280269921011310507688949918423332894698402012269979211348234145662534926613741198 + 1.3469869498621707201631708264155397640642668135519554665344460928165491885539333620541459112885388502055770578426411274e-127j)
25353644.9397011179606471771263289438942358769654095565584160185657997291890410317090090886335364769640332091188898987621	(0.00000000000000239114229842494304425564654447021019788894524563632515298272991528637316277646746998746776434224566638202743935642565979 + 2.39462984402344515126525095553571688023489061876283730745846555787967552560147070911350751463878206282390196290700434752e-134j)	(-0.0000000000000000000000000252478204074152233148010303683798537878633438629295346389343422017171438892436482833814753259008162705901655599771734473 - 2.75603969331037946241064666416022909320449490777385458930067558134168315305566965121742429985010218504860471972169920321e-127j)
36783797.7182863351243157458862758302978441766272288094841997103173264967875161282871712025393888005055323395347821598054	(0.00000000000000354763245905950038578414590823460851589366179313607372702608949933715814005828525906789117072368894294202134765945827461 + 1.50508841073170565447318336596260464501629657578091960468570119304816241019063861026799393027891079995319832892248713574e-133j)	(-0.0000000000000000000000000188422152452649207404902303425292294329252697221231338766540753674749541897950646854963549890984890671664619761292521914 - 9.46361106357381909971420352155191872585905049948762912152488889945584472200138337836738524386736354334635825633992989354e-127j)
53366992.3120630965815369419494286494098868290979485002983641052865622448710869982946950408688609576136953355647086128537	(0.00000000000000526088920020005289743771510380891327870658625588285444142205202765965864198168964215303625343546811034068212075671074704 - 7.5834843806443102250255998568534570872588591132154462351006162756035926091486438478783102041460574547897367859815425736e-133j)	(-0.0000000000000000000000000146831106368723017467359053761784159789322342563368477105991749826874440037315708043501694603406729990545533417578557379 + 4.2571935364065132822596216259686330111352738532790417948776383365223977720249457066540304519244813177615641782923338463e-126j)
