	m6	Whl2l3	Whl3l2	Whl1l3	Whl3l1	Whl1l2	Whl2l1
0	0.1	0.0000000000000000000016861181587380846266676073873784829889728121784577111054945806376591193636760775	0.0000000000000000000016861721974606861464398917649471739675274818864720613839035218279775237258930892	1.3131336236878476993586575547527358567317043682684021052708363195800915448116155e-38	1.3033221815383273683314202415531200436649808173895184599365012410573820455269084e-38	1.9618716490232403353715972483075961835253829667989418106210177039075460549453706e-32	1.9619432448971871095673348658391932877323600978340175505350760329878688517120366e-32
1	0.14508287784959398	0.0000000000000000000016861181335278303516426930086178871662940886163407847728885052082241381871950828	0.0000000000000000000016861721786898452452655717008688623581639955734194771141892565261332371128621441	2.7815671724422649370767425169904570655177332078217543207494166425033391504044906e-38	2.7406567145192845934915546582551094279930160826203386581019254874384355114687718e-38	1.9617214917869716642396138189146403573940007282190105468208978461429372756899242e-32	1.9618269320181562232540985800128170671779947272268751070120139934752617162814039e-32
2	0.2104904144512021	0.0000000000000000000016861180968206480655597833775873128987127646804884081820323831809875763781681482	0.0000000000000000000016861721515668100955945239787465837277045547238311536260412072449280909927923656	5.8919994607609477859772594339452721386046816260688891634925653909754370364821811e-38	5.7631244230285230078135843373951772749009357670593397889917225884417867563441161e-38	1.9615029979051249803898905218058701254969461468265770813964729422716338731733249e-32	1.9616582893999297911698543359868173896829396863621024648013326244584538640709981e-32
3	0.30538555088334157	0.0000000000000000000016861180433907163228081274398760020236057521914145837779058689926524298573065666	0.0000000000000000000016861721123925163312237761332044409545863433058808048546523540227388136197796517	1.2480404724464207251682998019615157761438275813716669556792294643707444813008749e-37	1.2118859877576634862192366772677580846846968077064616123700708985611309730926392e-37	1.9611850772056439851126504033580591658541699317752849896483507974654142526901063e-32	1.9614137774988663425209705332279185456939075007220201025004152312287547278249714e-32
4	0.4430621457583881	0.0000000000000000000016861179656316638901015404273119802864711597030583193615233922237581977266090383	0.0000000000000000000016861720558249327175343655361694722120090918945627445509783421427148846213113632	2.6435555804517525759458685230479148437151976477509171546876260112569577828362684e-37	2.548391876451780877240414648583806257455951482525036186065468817249892920967024e-37	1.9607225038153769737616169548045017137067939319087113737314788960728601097301984e-32	1.9610592716789217891756228381227728497085283966550605858016252989668775390490859e-32
5	0.6428073117284322	0.0000000000000000000016861178524741282850433220688946222525491528988503255841168580998952673122273748	0.0000000000000000000016861719741515768995788156407655684715539346500813869712728966801646745868227118	5.5994337684778348321579530293521769692676444647162011016564263713083803047659776e-37	5.3588562742636332643393800749199119051616948317624141412772127664632312897353654e-37	1.9600494982581160034821651107421051031865797539133912825889057893219401264592345e-32	1.9605453058222578459810288993131338967848994880073389819984298760053830663635884e-32
6	0.9326033468832199	0.0000000000000000000016861176878098456020511830383927418173147611756027318415751631548860669899061618	0.0000000000000000000016861718562390594455172102976146570657280542963164016812675165342756274870282304	1.1860413007217078722254331167583351281441545532107260753383334664654602296903685e-36	1.1268890522415427954507125868410636748179359827795648500399838075374118474638566e-36	1.9590704053473259991577372386636621459948776430865356216182741837418501163473375e-32	1.959800180989130038386600973046606984452478192201243700281980811953852792053592e-32
7	1.3530477745798075	0.0000000000000000000016861174481982210095234221565901228271305868104896757640957880873538268956244769	0.0000000000000000000016861716860177446226831427071060595968741501498629772977634374414469373550711736	2.5122547782653585185672274137924694476003524435061539673983253856695595588014753e-36	2.3697195901883226385426310016758462253451756698745115234676395064105464164379045e-36	1.9576461638766103808995817847575909957086905399610695377575214844429676691299172e-32	1.9587199803754622182975264604962683431034262945519524780720557185899998740337259e-32
8	1.9630406500402715	0.0000000000000000000016861170995279006083464496441584785284869452492763425471217743944321654377943542	0.0000000000000000000016861714402963588635983009765873263454705402909829029958341915191448444512944038	5.3217154476265477424482728895322568674767048370138247629254344410831717782267726e-36	4.9834146044443328476643179618569923223693284321047627353032523048969132234616088e-36	1.9555746889604308544447537961626054508878782184938203681566934015481274961348008e-32	1.9571540944510645540304504443668698567899477554962756359052831933613799254306577e-32
9	2.848035868435802	0.0000000000000000000016861165921549399240146579027556891520503447563281309825161973191936449522736608	0.0000000000000000000016861710856109648108266217492481159927951901547598405422425574020054298712486323	1.1274439945776521776802475270021417579692789058333167679059845273308200628104463e-35	1.0480621315142706555798994047006706441784187445181694590970840302223322062449425e-35	1.9525624684115513903033595314950215301983767473110045581283135552921138368497304e-32	1.9548842026781484945642703288979982182145345028106566824860439541061763354021352e-32
10	4.132012400115339	0.0000000000000000000016861158538190802114098523991857885116722940145864055242148685232965097445107479	0.0000000000000000000016861705736838398562966256540373082154793185426912358379082086084138276994023298	2.389215629267117850586264442100976472216057587318373235012751564522967718545e-35	2.2044983291738576470969904383488885168449793210698642439820791232506876586885167e-35	1.9481835129663504216088744501445778095602531662368476056379705261409505409868698e-32	1.9515936211401227890216270414010907987970050012282650129267966127847437230701831e-32
11	5.994842503189412	0.0000000000000000000016861147793124371005762637992834942387831856978352909413286810114773678588033754	0.0000000000000000000016861698348754360372287233442696238120227271186154984534212703234509981448958189	5.0658903479640461417675918615663438305985393629572315582233556979724380680025531e-35	4.6383553998192408557618954694343080984499012595370512306464288276771144527550661e-35	1.941820158152986751099232397941123537834663049162161072475014016564977229469178e-32	1.9468221393658809751817254531579659849338438249063389177678571628263509753153678e-32
12	8.697490026177835	0.0000000000000000000016861132153959448767442511543688262824996026105050789467411378029933673220428727	0.0000000000000000000016861687687164445167710554059985690929035694295512159177623974812136477605417125	1.0753402026210357266994229581545680035195312123914627430768419731317079574897778e-34	9.765505233741613419758458151699165508781831297390018620455018080291972085127343e-35	1.9325778871904906943280347663907177517641959981882084869256787499589527587165445e-32	1.9398979625720773271851785084156952898148535822902266740057918432039053599545772e-32
13	12.61856883066021	0.0000000000000000000016861109387716242394414049116102278860870409298366304539212600073010720392594894	0.0000000000000000000016861672300856169896188851787135487513769506970042587215905148866962863336108552	2.2879281350896091716760220014460428569355756627214161541697256160120689480592123e-34	2.0587778789834154127056782304897130145154164527671302257759379144208003245016015e-34	1.9191630269566278135902614613390532651743590548792453868065904282901574908352242e-32	1.9298303809475887435343829221430301374208972031099600965227572424949373965720805e-32
14	18.307382802953697	0.0000000000000000000016861076240951704405182866396256624421418201857873287150120042179925186372393251	0.0000000000000000000016861650085042587833657468286004297797227942759983612262036124243119599433771847	4.8913528350268394747778397181904078299816071024789038292795697604604204993999894e-34	4.3527848394400026980348832469060938621955995338759585982200836084241333996749867e-34	1.899707701411687894495638387838840855296043299429336354468352360971390211580028e-32	1.9151261266929491574190775935145222901986153309634555478889458929801097522544348e-32
