	m6	One no mni	One with mni	Two	Total
40	291505.3062825176560384486574314951431419291843593957955812141264875714622302623833294855106412389027	(0.003200000000000000153349555276349747146014296396439002304029093615697589728226814188213900100436404644 + 0.0j)	(0.00320000000000000015334955527634976797676791332936262780145715119833065856367595982375870928123413985 - 6.559651086435230933299223869693048116485811631845939091350245686776783344031752264199934924522286594e-52j)	(0.003200000000000000153349861522394414953043763572458787856872659332657289966633148215065899149407521291 - 6.559679233468555627932489751807016836647553977309886059520616589283304333043105665836023114652273006e-52j)	(0.003200000000000000153349555276349767980482517273097126616563248863194587899868457411344748675047279624 - 6.559651280213093332810672124897744345442087574114585925475895433973195286917172281542490782401439076e-52j)
41	422924.2874389498609550415871584552361449808441751100688663269565176466863402867521582132394527968642	(0.003200000000000000153349555276349747146014205983664949599314103562210961139572449009735421404450323629 + 0.0j)	(0.003200000000000000153349555276349791257818950954300988436952006953063364263683844557495474400225160571 - 9.516925495793043257001875766200582412822441325575125910375746363223768878437844959974760013395546695e-52j)	(0.003200000000000000153350240040301850879617354094103821749524764195775072404305723300168778368562384315 - 9.517011543304545425592910835522593352337439011012757954670789798074019232086810998512695999170694069e-52j)	(0.003200000000000000153349555276349791261545068673951370345537990318719401186440395442057445986054859457 - 9.516925629356409155600986181964368290099866158343706146891281583791701816185176228887638331007224077e-52j)
42	613590.7273413173106482026327365859956565823165246737770510199532074133647168888510431043842250918882	(0.003200000000000000153349555276349747146014163030269222510261437964621403102336029213875954979736998352 + 0.0j)	(0.003200000000000000153349555276349840275014941235463141817248216928286678855978684020769525586790620168 - 1.380742569650102408427578532120069094583199367366304722606319085525850747837208984753753588583103532e-51j)	(0.00320000000000000015335108369345964307313041751185828565375119268905786316571200715850840860517163023 - 1.380769454232201188713304264715830379309672342171233375568213691470470753729044382789512315312885998e-51j)	(0.003200000000000000153349555276349840278746783262049896003228855712000488728529622785688391762475593756 - 1.380742578856087262552450203602181787692623057370934420299263770309218043809171420183598752357652865e-51j)
43	890215.0854450385695086561675285838754363256642476206350742364655180268737566093107520093165958551733	(0.003200000000000000153349555276349747146014142623925796064049323663829706583980343680462674552220782973 + 0.0j)	(0.003200000000000000153349555276349943464046926938474996506725360769432158330432296697956490613868096055 - 2.003220786189356682738614220220868252396240033385401696279314277726659948300040860811167654037855189e-51j)	(0.003200000000000000153352961062161187424012246495096555176923543723117280884244898266449335105572746801 - 2.003305140515303416825730612830083649226774349501625326317437154933479105664334825901441019348347941e-51j)	(0.003200000000000000153349555276349943467781609294621768925964821840388320635763087496649903156875793691 - 2.003220792534664148045468183547700668744148596788501664746056210151388591348677148582402922946680006e-51j)
44	1291549.665014883875410075546472087542975955263160782510305498723635452267544466340655702001679462928	(0.003200000000000000153349555276349747146014132929259359665721597545329358123020970542832146597934831192 + 0.0j)	(0.003200000000000000153349555276350160679452907908443864475769149494436507601264133938752432212871710434 - 2.906330167229184222082871379212411798200370129810766042090544229059864634528478401165086252742368714e-51j)	(0.003200000000000000153357132452965456839724642173228354649551444951948237378964718467098942548464783672 - 2.906594927759242498021193261339149849677056902694867053771342072576971203515508434932194012799722601e-51j)	(0.003200000000000000153349555276350160683188997039524297997544548589493833080607558358001111588295810344 - 2.906330171602736236393051331622048924303229099422711762878241762269279494193538944040727782477775816e-51j)
45	1873817.422860384047760333287008407260756021389799807769186129790257013384362670260825540991210968892	(0.003200000000000000153349555276349747146014128323507386932725212504414465950094031233561781117379925746 + 0.0j)	(0.003200000000000000153349555276350617909367377713493993807725825615313441715313022760335320776481557724 - 4.216587292881293639645280094450400672517090712037191197230417868514877231343823699931880044457557168e-51j)	(0.003200000000000000153366387793769408113228411303083003242773999719996636224450448695481456618173290174 - 4.217417872101165549630597967491486708533516356913759141385646848522955905206872589508561830404105725e-51j)	(0.003200000000000000153349555276350617913104162424759325038334800178725723336261647965958475911515763487 - 4.216587295895788936213110578334945024132296664618299108532248254715882981983397096137949545058175628e-51j)
46	2718588.242732940659043500731861744659077250604562546227244197760643620029406755314460296572984435707	(0.003200000000000000153349555276349747146014126135402074847219420609939908604705029185840703291114240447 + 0.0j)	(0.003200000000000000153349555276351580346769802504667514410545197510964396348265170326184294940537625533 - 6.117546056843397433872536165611746079920993823072480207720275293536289888949450564096766115381505282e-51j)	(0.003200000000000000153386895451948594787060859525379427314745139950915395112064141038446783965559864013 - 6.120149959867632216936381244127063569593813295855455338314684101010022645552356440722377076602022088e-51j)	(0.00320000000000000015334955527635158035050693059478314369400018531333540588949223880145813944260934585 - 6.11754605892114451754804144652440779241457489776034997016655070812831740170946063074494422366114848e-51j)
47	3944206.059437655450209696269832661106817679670902524836368144538527976652299886782298000265946431334	(0.003200000000000000153349555276349747146014125095874791560522272853790282511190010204396664852846595498 + 0.0j)	(0.003200000000000000153349555276353606197468923574044548009726904058038125174333294911178762557658932243 - 8.875511715742647399440507273171849672338942147420238684224302580229130404715026165910090671231138876e-51j)	(0.003200000000000000153432277211597907391816699596172887707883702369126576009727482428629566168270232716 - 8.883669683437052905777633813921689253946282865860236417420571838256973828200604903141837794574507186e-51j)	(0.003200000000000000153349555276353606201206220902294585631787326813417902799839552386168951854019043792 - 8.87551171717472573681410220220280008609867682545139039173357755231995444165660107545844538457759455e-51j)
48	5722367.65935021730098437357532175051450991449587323298601587320204619695376801710976389024230993968	(0.003200000000000000153349555276349747146014124602015121790003856666675343451953968282718723828044753301 + 0.0j)	(0.003200000000000000153349555276357870431158143304780319734162152877084834626699413699729897622423434754 - 1.287684755162535488065800671778772719188172268485716428763290683552583005276561596747142619566941634e-50j)	(0.003200000000000000153532580580493779568227037338621236552925267132255880715195816129324657984199534257 - 1.290239003614185328802214498023410873648635967273925388060454236109525652116577543250953961397409884e-50j)	(0.003200000000000000153349555276357870434895523886660711914052147265689176774768688537695776143459713802 - 1.287684755261239221507297553230637108457563604443186927182376288499300866092289247572116226076542456e-50j)
49	8302175.681319745206330550801344283473739137594687528549063968769928472869539619292608811225192545848	(0.003200000000000000153349555276349747146014124367391773753704434570891672318762813659156181777833718124 + 0.0j)	(0.003200000000000000153349555276366846246307286468106711840416834535075877211695297742626679187068849403 - 1.868210039228872416547411469277903911291654223536251990647967109433020605209602388162192365000545759e-50j)	(0.00320000000000000015375401442347710487368573987278284244443837088617767003129321405484344480148756272 - 1.87620250694275720878963633793118168364693602857486956822205670554111222680260137345199012234357272e-50j)	(0.003200000000000000153349555276366846250044707886338667409992887462380576697126006627710666776137683609 - 1.868210039296900245298282691363124032046307462681465971111247847819939187565228935608147264103568805e-50j)
50	12045035.40258782168620080877776703199097884727292273914132831370326774285069900976503443790068171936	(0.003200000000000000153349555276349747146014124255926679089225672428833752681181792515431113282209037656 + 0.0j)	(0.003200000000000000153349555276385739488284328343253975278668898346011373801743023097493637524264046247 - 2.710452729988489919794930600126164645316728666277455983307318876356692891932964436281072325084715416e-50j)	(0.003200000000000000154242318498839587650085441652687203227748847039950526073288852248091032372209212522 - 2.735447409503383546891063555392101337117262502979038921974200800824309990234509583038045138026059557e-50j)	(0.003200000000000000153349555276385739492021769669545914683787000445687019866855040977444638383426908011 - 2.710452730035372652389722708907383672165013233169530071790186582364939352325803234373997133146742909e-50j)
51	17475284.00007683833506680352480263266235106168693374183850065303114677486012018729748371748324559777	(0.003200000000000000153349555276349747146014124202971731360193436918535458468897670723399903577062507473 + 0.0j)	(0.003200000000000000153349555276425507961530805473072656423462481514242496892074006003609472190189343251 - 3.932402383492151570405601663075179323725686042685189970202720424975203984720760531075299086756027054e-50j)	(0.0032000000000000001553179822817654269836780724710427224533367603765986308030029485008035933379230399 - 4.01052464358008410595725094021475634883532264656444647203088022884195410670934730798861557816840933e-50j)	(0.003200000000000000153349555276425507965268256349573375312110623502490691057899069933170366965335150343 - 3.932402383524457799123386728802322886788455479682267989266552113751708247231939576719032223502461316e-50j)
52	25353644.93970111796064717712632894389423587696540955655841601856579972918904103170900908863353647696	(0.003200000000000000153349555276349747146014124177813842850387609504869890989743478783596124765607912568 + 0.0j)	(0.003200000000000000153349555276509216790822888262061067659473757776212337448396170771618615042686035931 - 5.705241291872187487003220451592748330311601419846857103271606556999473491168489127721914694859907367e-50j)	(0.003200000000000000157685117634526412238187877569261562805969594769117351493750084486360308115545090147 - 5.949288264233735085896242657381289018244488663642348012578926463506314794669912360478239627628464639e-50j)	(0.0032000000000000001533495552765092167945603435035942622283170553328088632097999760985186920454968102 - 5.705241291894443781868681082287729706207153016514063114338650446465585963652581893914023841140865756e-50j)
53	36783797.7182863351243157458862758302978441766272288094841997103173264967875161282871712025393888005	(0.003200000000000000153349555276349747146014124165861808900390623415257908810563375257071430962633100403 + 0.0j)	(0.0032000000000000001533495552766854158430984004616585552440293229316421547753832094639247521006063538 - 8.27732460343985439777125264351170648342120160666088831671529369050338408049113903525691796941684625e-50j)	(0.003200000000000000162889259714935852443727037074374542105600650539880884816487086870740100833271522158 - 9.039322174077441099650182224228212326490779420172669673635273826440931679127803764558729500149345509e-50j)	(0.003200000000000000153349555276685415846835857381909084295567500633736962612466604990807075759008733266 - 8.277324603455179433692697232704147468138572095820562938739950172073596859579296171101988283332172535e-50j)
54	53366992.31206309658153694194942864940988682909794850029836410528656224487108699829469504086886095762	(0.003200000000000000153349555276349747146014124160183625353947577185876590846878145844925781917130238157 + 0.0j)	(0.003200000000000000153349555277056297904570079929484873032910532060503502934302089220772138924226533854 - 1.200896996969726801579957960840942576355603130879782723885217032163677626766721313595490076594383004e-49j)	(0.003200000000000000174319954795919251478295670133863823432796589750943461478140015523328930250455773089 - 1.438704069575795613940732935738218486221864016193954886038502563153989417327555247768733769131388274e-49j)	(0.00320000000000000015334955527705629790830753700509174138316653089522842818510201775396553845655370848 - 1.200896996970780946770103253357949061159848998983881700993367684168941149753249480538492986742529991e-49j)
55	77426368.26811270597266794515369692782143337437397447352913919774090861419927038908568873884471090392	(0.003200000000000000153349555276349747146014124157486028756714511488858228710039830068314148144457848905 + 0.0j)	(0.003200000000000000153349555277836968903103972669653665064474036482890260708341899071072703135748930384 - 1.742292711826792109935026243583188176878882479836115630561432663823056124588409504091452325794454838e-49j)	(0.0032000000000000001994047399635415855150864140167848391265568437028972511642683800144451586405973269 - 2.48410810461246217340024636950383698773200968937558591440951920634099879873620811856940848214944218e-49j)	(0.003200000000000000153349555277836968906841428854581939738009985525249430996615633242623362712136454501 - 1.74229271182751565099298948331317549183261591580554281931654510680454252119743655692763188923160618e-49j)
56	112332403.2978027416002239697872834352943793489182970253116047320097930122487357998213501674603982577	(0.003200000000000000153349555276349747146014124156204452245960262008267287448782701190281892240953739579 + 0.0j)	(0.003200000000000000153349555279480205918736239477907030859127846552453933774470984666897707344007065608 - 2.527758765448737524362951844633446508009113798994141134646946297943345736995525374943477420091248009e-49j)	(0.003200000000000000254406699269865362116994381998511455818593245044998718577583695270818621859354962377 - 4.840756094820198091070186321895117820403999367498026845421936225678991077440183255181784513898617004e-49j)	(0.003200000000000000153349555279480205922473693824802309495160987343826069020286515430274452002324874666 - 2.527758765449231901230609150550653292104518688336570487884182356910705909314220394133143347329978829e-49j)
57	162975083.4620644174273217265006262654246314847605336430437972619410246289242641474298471764888460604	(0.003200000000000000153349555276349747146014124155595599865735397423408346500953829689547463229917443124 + 0.0j)	(0.003200000000000000153349555282939060451632919739086541798518276987077309584736274628069437739502103295 - 3.667316067042356223911604444913428659768505041913407029690710895350360790360151964874292762856822798e-49j)	(0.003200000000000000374907738200009339622330235009597088778795850965950729894309242690640271500238199282 - 1.08762401586818786343596093060170493683432306982183182650071902721497797096122043093641986445718575e-48j)	(0.003200000000000000153349555282939060455370371152602554263728736020421803031111225915315431494216483322 - 3.667316067042690772924599027607929187775042373997906004401244249492703645491338860543120680338860111e-49j)
58	236448941.2645407382550320356310814028769194148761776662705008986110484161686693551690558907007406862	(0.00320000000000000015334955527634974714601412415530634585869098471827012113880129763860415201806938553 + 0.0j)	(0.003200000000000000153349555290219611952109034861373144666819644068127354478341604325997939783756048729 - 5.320559571712062065418694256251293216516384739307651350441397761659733021687825995339398526235739241e-49j)	(0.003200000000000000638700109682771670384712518848598667878388296138288420834586319557666318309220390534 - 2.777949416471360916438881549481131384938852617875406671813112918816323117655965647209198526883704466e-48j)	(0.003200000000000000153349555290219611955846481888833849634202583681642122086095281531394683625440350869 - 5.320559571712283732635844262183776485476427476208435279657169763174542345541166564525560753457433865e-49j)
59	343046928.6314918254415648538871163475112801891556933585948132841863918466397648172691339373619122298	(0.00320000000000000015334955527634974714601412415516892690926084125633351169933882097239924021327897119 + 0.0j)	(0.003200000000000000153349555305544457422254974521051579297965716048933123428425342033007291545808280675 - 7.718953388328246559624670889200140514650425226642246352373055084874903692147331344079906698331595561e-49j)	(0.003200000000000001215739724864285108125131300281169977163676793610880216495791147756329040553815706398 - 7.766096829416256387436404337052522440216491379002112565978205388655504176864573072469245474158078366e-48j)	(0.003200000000000000153349555305544457425992415121561633003333973926286270100815844453490783147607270981 - 7.718953388328386477506974161759788756036802200615766080472542596460226962707235132755100817579791853e-49j)
60	497702356.4332110802152135961884066607239656349290467068086833366894799227815699732161863820929174076	(0.003200000000000000153349555276349747146014124155103641870360694546044946141426122810400762805135328108 + 0.0j)	(0.003200000000000000153349555337801734523106056009007272597606847624170972414300326593855643110689634484 - 1.119806588897062054933421897775092304703581253175734846602237354300597706823394878011469232800381701e-48j)	(0.003200000000000002477083255271174108457626980193096975458259274481061478200842955494009763116530139529 - 2.289309052385001424839315858585242855042081223443987534160967104921974597576766094941149363514916611e-47j)	(0.003200000000000000153349555337801734526843487254139930128435892055447224442317748619049019223224841244 - 1.119806588897069839810390645720798198682488231960417088905549683110667748474296638835529536470409695e-48j)
61	722080901.8385464157428348940468313151923203450729517243377541388839589250941044930771213244076902881	(0.003200000000000000153349555276349747146014124155072626253383069074483653996915241857170480628915020554 + 0.0j)	(0.003200000000000000153349555405700046939619229812029846121213086686488053469896658427770024014288742159 - 1.624399779007184235114808654541156502175054683831069491040053379795214442034898705635699177250579697e-48j)	(0.003200000000000005232309112268755841716835730957551914165449449728673746095748309068855822024636488436 - 6.938116877036883232298357807406123672301156285680510185836563282511502524692571825818473120346655005e-47j)	(0.00320000000000000015334955540570004694335664746903265203327991580444293348212280081832953329794035701 - 1.624399779007186911581796861458822672664624334627939150745669630153476678026249961322839597754346168e-48j)
62	1047615752.789664818477348815480072724338802904380599118668528914973825478911886654759989934565314223	(0.003200000000000000153349555276349747146014124155057891367798453955523975374389681412243983125641769252 + 0.0j)	(0.003200000000000000153349555548618985770956901788428196050010659692863829340934555877859912598891737393 - 2.355970500995256153398759062420879051099630883510678459095662852324946402680626477699510300780220414e-48j)	(0.003200000000000011246651719071186141493712198708642184440585857121164249513899611973923363545424413392 - 2.131363602872806924530490332610972836986195146677360756657849496510935073488650479612186610826466975e-46j)	(0.003200000000000000153349555548618985774694299724064476627909212211775215899431793089445421483790978711 - 2.355970500995254104330870094986930647321764719475278956452967418612426950455621315090489716382296685e-48j)
63	1519911082.95293371710403389225722859737559743738889722944978896187063791145485518565614632117044037	(0.003200000000000000153349555276349747146014124155050891134568521687295267417429243752612602671853920794 + 0.0j)	(0.003200000000000000153349555849448124337293108212165128747697929013365550808530883754680028950238924397 - 3.415805817454384674493350060080137541797670485395861969661901518283403805081540523119338923104177607e-48j)	(0.003200000000000024366739330585688482134860605984753405904909178689185337516974150991784335547779886679 - 6.588996194698843641748899042586386533388795870076405782889606103751340916801584322332690747706508384e-46j)	(0.003200000000000000153349555849448124341030477531969465128256829059183456702178100077918097657588414515 - 3.41580581745437762078854410441469243969094184562537294940516236435732914567218912289564536001503789e-48j)
64	2205130739.903045667014245455641558975726402004153240079017967291741669716013863197664803861712818273	(0.003200000000000000153349555276349747146014124155047565478148166220687589188874207030210125313541115237 + 0.0j)	(0.003200000000000000153349556482659958259435249197838023727103500018322922746787564516245833555825712125 - 4.948719744882268904845989660375810110737526433563236079266758417232042399626466621165458483691799596e-48j)	(0.003200000000000052969822035876622381523612768604277368674836045217868974096750851482634039261135310566 - 2.042709460571699641520688421813700345154782311904112364646994907389523172353336575081610235488547896e-45j)	(0.003200000000000000153349556482659958263172576999380261763865943750798348453810888723159633469573883878 - 4.948719744882255866351078776393106116701621294461226068531374215431370584436348065869198538144810992e-48j)
65	3199267137.797383409231033890979526702369620829184606979606856089426313303346006002619501392756833241	(0.00320000000000000015334955527634974714601412415504598553673293479541768145875913201504659163486065563 + 0.0j)	(0.003200000000000000153349557815495920636692842887447670257864144474156643536406119418434391596747882559 - 7.158291070146693910135389076965130541523289353590721317753046352582643555228821465257270831537768006e-48j)	(0.00320000000000011528959938595949517060631183122429341900869931389246233934702825326172728608644046066 - 6.340148034786682705362737732394426677170557950235470316936885378658075880101970326039374219285159236e-45j)	(0.003200000000000000153349557815495920640430110452571034266267435977422981539922655618706907968721572105 - 7.158291070146673068389845617268442103782711742504225296313030426081459974228346252909375042796686326e-48j)
66	4641588833.612778892410076350919446576551349125011243637650692858684777869692844826189959070897571379	(0.00320000000000000015334955527634974714601412415504523494677228457797630638595171770632184240864293057 + 0.0j)	(0.003200000000000000153349560620944340927009269476914700729959197423304536484616865021721364467919769848 - 1.031996618887798510325079650605308788509856624442654872629666885749229505108187809737227315227466629e-47j)	(0.003200000000000250991152492416086836191704702918111715960151192658691475612933946602818078411776341067 - 1.968616632823419529162341819706805937581855437861606067369678285393157687263473163829806083136848525e-44j)	(0.003200000000000000153349560620944340930746449649563130615241442185698737200192788488138265216667652432 - 1.031996618887795354685116119404504910995101103763687582852154653374414395096133445505806561286429335e-47j)
67	6734150657.750821390017665287501307250775798035625145174226797846388314996939492309741556166656055831	(0.003200000000000000153349555276349747146014124155044878362770067723760536138465771355772030610727215932 + 0.0j)	(0.003200000000000000153349566526011442668967443622472493306850051165477648053885330418778404731119636235 - 1.477257325086303911384986277764736486204026630522252941042450699425834238915380869901110750451452394e-47j)	(0.00320000000000054631471549100988892807724695042101223623020418023066366133185953014073325663919983364 - 6.112748187296339487927795160729107645594152291842226957368720672304293862525950717703448852411105717e-44j)	(0.003200000000000000153349566526011442672704497004805629467062482143436959400613509930367136248282533609 - 1.477257325086299243082811701643246347228510777620806891426310410111047444566382297432955295931038954e-47j)
68	9770099572.992252924149433807059003436009898097730860542681665678603377001108374426001230210579614665	(0.003200000000000000153349555276349747146014124155044708961331671636450748784844410643271553204243034088 + 0.0j)	(0.003200000000000000153349578955205790056969422993355199168899732721110599290058606106602118629112556611 - 2.082205008776332385734037422948014814580984042628782580070957826809646195937855831316589458568632725e-47j)	(0.003200000000001188667780958466145076389071277482480145410774870871038409641170110027629709555984227722 - 1.897819882593772700873859341188590415636945783770337706976992290951706435422746550639214403551717543e-43j)	(0.003200000000000000153349578955205790060706292427504135511053745532359917209594199880578829099893308752 - 2.082205008776325551758993721717147361831369189993576895802781604284117679929835418131132548872838844e-47j)
69	14174741629.26805213452956533667351517320581659021618636812778074434842633600234029040440042908763398	(0.003200000000000000153349555276349747146014124155044628485268288107016433602481704678291909182367204657 + 0.0j)	(0.003200000000000000153349605116229042811898873379223682837472205363614707499158621369943835771323606498 - 2.834538921862993358407675344850063708602561984481867628457066659352279539849317280615636780143769031e-47j)	(0.003200000000002585099150804416974391711620936967066251967120338428571777901633213814232723875274919077 - 5.890955386708710023162594063756324919338419867038900717235429491170321320580532654758968133763449674e-43j)	(0.003200000000000000153349605116229042815635475942217658622432770334827497600743912692693833372392959873 - 2.834538921862983402559931931605749363126912638098518771528989378002784735539332703715034662750827354e-47j)
70	20565123083.48651389016840759049125985678501624192599428017365996683738277409209264244843515880397726	(0.003200000000000000153349555276349747146014124155044590254923285503187465797374207209805618497388870615 + 0.0j)	(0.003200000000000000153349660178890334421969628945198069321508715021356876907606646844573654440346258768 - 3.543315633341994764270310610606012597222583691916310108926415695158093093827702357513296528419449911e-47j)	(0.00320000000000561928929168947880309629457090632956745741669566274093929278513028145104869291849036734 - 1.828168632556294489390946944218302556262740599180377818228146955056625634451813074123351072593600788e-42j)	(0.003200000000000000153349660178890334425705844336891941414332403204337577303886652497679649417606536181 - 3.543315633341980293427728457525350910154427662362709958175773467896071563578924150195089153625777744e-47j)
71	29836472402.83339141494200334182798412318422836394842245490503186646728926886770140310612983934624871	(0.003200000000000000153349555276349747146014124155044572094000858178489077265807654778976228033815488834 + 0.0j)	(0.003200000000000000153349776068955958497521963198472441981721453405962183356733181439225945779740564912 - 3.402952006413959896828030281348326518677673000729558489430119463238634676395334266646810258535540082e-47j)	(0.003200000000012208757313848588735943704845310693701201154860647641154790930186635698778653898475455036 - 5.672082953321983974342085198296839459035048855588383182914354143078954288747805774012605589303767281e-42j)	(0.003200000000000000153349776068955958501257616898411341215687420579454044786873223037651866408984841268 - 3.402952006413938886248644421068782930044273304597010411234210126513280926158305799251404609308519867e-47j)
72	43287612810.83058347402136886398898944999880343899704270090483339081840415753629544385652227750322101	(0.003200000000000000153349555276349747146014124155044563467186423695912534152684832264430857497932870071 + 0.0j)	(0.003200000000000000153350019971139852938938706591241466957474479042990313385052778565378491769447266376 + 3.69239321755437105398068888994626748598531969348837445558826802116925689549004651366057437451201317e-48j)	(0.00320000000002651247482299351373129402270505433218132327714865446251239004099257634456830519919459357 - 1.759400060916973439140426358060224571758607003378086357673857924197123943286593166114685745640627687e-41j)	(0.003200000000000000153350019971139852942673545430540211585422770817555044097963766527242727948309816848 + 3.692393217554675947434588255851368362682646818425214024314117127128701207207956236797833194451399046e-48j)
73	62802914418.34252527835912051436117569178058915894929084705295726351823785968445397372908872600384845	(0.003200000000000000153349555276349747146014124155044559369505429343436501700986051625202145291917669633 + 0.0j)	(0.00320000000000000015335053325407870580397557250429082526958914490024662781232774767990640954822003044 + 1.673829465837380761287656139517064617740466057761251981315844198954678317800901494001931071755631235e-46j)	(0.003200000000057546981192144574979275109070082219703911810407712845098535333379986753345183980717788654 - 5.45612084343567152381645620452226565547968545449707818269258847335120951980701453925778513202359512e-41j)	(0.003200000000000000153350533254078705807709229242252573202589980595612414780732551565360840867882842792 + 1.673829465837385184397295279132939432224170393433552874616207229831234465180660928424941945058279312e-46j)
74	91116275611.54892379181690982436890124296278294530957216506113933841691918721445742448679903806799793	(0.003200000000000000153349555276349747146014124155044557423295214770797345744673397005898915583687927506 + 0.0j)	(0.003200000000000000153351613336361036391131054694834338179737922467171637701103214699917969191064116687 + 7.375621133796689972307065397508618737357017786800308215525749188017126286315422714511187159682797419e-46j)	(0.003200000000124851490597475544190165982553623951395276726639977567589256321546702708332875894315563823 - 1.691621056891368060617472559078153947404758407249035712465108297766604571784349169515625659537806173e-40j)	(0.003200000000000000153351613336361036394862996662812864340815115889660823533539742675021610947517952509 + 7.375621133796696387572424603116705791159365948331484556975000269666047656596898947189532712659166028e-46j)
75	132194114846.6029040382627262768399291175227423389650433077179278268902153342539085637591523631260404	(0.00320000000000000015334955527634974714601412415504455649904626699524984964919814986197128792241024431 + 0.0j)	(0.003200000000000000153353885801169709088175051956133435127770784259168337880604041448319759583804914873 + 2.58051997453537746063190584519250615292082034771654929766146012466532959273240591113790235462910805e-45j)	(0.003200000000270750611684093432509983753038939066006540402530174223411036839994801097282582779836025755 - 5.24353964007831002802445645127656228168849056673600181549855702469265505535643645086911378129582398e-40j)	(0.003200000000000000153353885801169709091904506626709254613963701093045401739167982664399675997371366927 + 2.580519974535378390906306511374105460987192088338826137797247541853223530911333109344003036277935158e-45j)
76	191791026167.2488552627680460387377446108056790554248082181062488592520654890786307480068793747529634	(0.003200000000000000153349555276349747146014124155044556060200292059032016301939543438530845115189076206 + 0.0j)	(0.003200000000000000153358666053804020873079042020953336125958753979688253857546464092572755867881458526 + 8.355054080339639955895372720467473504192156600287250377032427960443958885345924459459958033750319894e-45j)	(0.003200000000586888040131748486222171088302627148875581326261716792230465443565379182453877912426307355 - 1.624991551300131475917498626597081000451241335417471722033952542439813393346319171097328541498061339e-39j)	(0.003200000000000000153358666053804020876804889186025667605272619273871175334970846491035065231713797545 + 8.355054080339641304534622618169967329726634591216071335634889498413467430195436756707156146248318221e-45j)
77	278255940220.7124597662748102657169707630439398632943151250031982151127036992148310339181433752332959	(0.003200000000000000153349555276349747146014124155044555851883254270394869083387001564037439318883909728 + 0.0j)	(0.003200000000000000153368718661599471906732405921555034032458621479494878421536009752837399359329148243 + 2.619697273567676539282300863046999019113023825965253820129254600399735449159485802058432314545857112e-44j)	(0.003200000001271617768243120098043260768610278371310074694514549222152897405519830221720645822078822557 - 5.034836950906936694398625235187111823701835810555204564289632759986165149035499778065533604488863759e-39j)	(0.003200000000000000153368718661599471910453021607414519698188000253798067359355554413137667854506019896 + 2.619697273567676734728243825761743806219364278636515061986813055107426805822241167730865668811558767e-44j)
78	403701725859.6554692555675860434038995952224707468877187214514766091452222808638821745993179830749879	(0.003200000000000000153349555276349747146014124155044555753033202629395799775344499014687900846532171673 + 0.0j)	(0.003200000000000000153389849850359970014200047457144460499371511423640691857201390858761209266345372374 + 8.096199961484923915227470067668772306565064934047829429731213716156067362744205049725677013518240662e-44j)	(0.003200000002754093361003246997419074271009643981341231637536855347175293760887080406004936338945811733 - 1.559660464524119439317141289506060931142743314706187836980739937161099772561964075135397026451945524e-38j)	(0.0032000000000000001533898498503599700179130782006860023781316743406295232418102969847810187746955537 + 8.096199961484924198325740446305616344548861222613657927494479728391120661373332151522583154412842899e-44j)
79	585702081805.6666472664164115968098330577342584130783845616360951940800588867148630955433160857522166	(0.003200000000000000153349555276349747146014124155044555706152351568112042153255933926973186664149040272 + 0.0j)	(0.003200000000000000153434241741596871642994681670685694307668399325437369230485015157118042648169275066 + 2.4851134318630792613682693949215609504359380418661726298525321473735280473409116822961514989238211e-43j)	(0.003200000005962473981878719052535815085252817357679159352890537552171440014069671033360583430906912797 - 4.830449778297152637764003386138494645050085413629413295691816248723259895465642410630030490379197562e-38j)	(0.003200000000000000153434241741596871646696718566721815004355534833742899987157567664415889795959790936 + 2.485113431863079302344148806724598159929695211862209472614933127595869070547159526192045854864473745e-43j)
80	849753435908.6442762759767327317351662746801272400125439629520068480629765260659528357784201274013914	(0.003200000000000000153349555276349747146014124155044555683935932441537980741667248300352841167843339346 + 0.0j)	(0.003200000000000000153527416301339651227027809840857033087415368452972465876901684631695592142422488221 + 7.601869430842270490336452825555553787713947931210810476334238370991162844071824562296821368943481294e-43j)	(0.003200000012903422834213618545425772191208932385050797907216248749579794520453646523207537785156400319 - 1.495754589844626753155180245436010000258452113983229218622898624343975588070833602022273894547030938e-37j)	(0.003200000000000000153527416301339651230713918869249488737601036847115089564082035268415635394854284517 + 7.601869430842270549581745382599852277368562339655918100878246551937861438417216854210300920899223348e-43j)
81	1232846739442.066139053400789730948022769975348320158930530920219713239897247442371776280164998256923	(0.00320000000000000015334955527634974714601412415504455567341978268739085051564584929198107666410799413 + 0.0j)	(0.003200000000000000153722728417301851710531728513433385852838789226632396207236452262866071056692351413 + 2.320835954047560706900787187712585726744910476626859689505706544547253375390913128713057024108319428e-42j)	(0.003200000027913775802018913786756671106166128307528824461831077542356099494624365914751711305017205357 - 4.630743203339624261278937346344834547924682663147113925373775375663202614835700263947192145499302788e-37j)	(0.00320000000000000015372272841730185171419477592021967932652943668399534931318546177756709499588433591 + 2.320835954047560715453407129723972371702490745881661804783503838725986707892126199467170137084172012e-42j)
